"област","община","населено място","брой население по ПА","брой население по НА"
"СОФИЙСКА","БОТЕВГРАД","С.ЛИПНИЦА","66","134"
"СОФИЙСКА","БОТЕВГРАД","С.ЛИТАКОВО","1843","1783"
"СОФИЙСКА","БОТЕВГРАД","С.НОВАЧЕНЕ","1213","1303"
"СОФИЙСКА","БОТЕВГРАД","С.РАДОТИНА","93","149"
"СОФИЙСКА","БОТЕВГРАД","С.РАШКОВО","58","95"
"СОФИЙСКА","БОТЕВГРАД","С.СКРАВЕНА","1653","1593"
"СОФИЙСКА","БОТЕВГРАД","С.ТРУДОВЕЦ","2926","2920"
"СОФИЙСКА","ГОДЕЧ","С.БРАКЬОВЦИ","37","55"
"СОФИЙСКА","ГОДЕЧ","С.БУКОРОВЦИ","4","13"
"СОФИЙСКА","ГОДЕЧ","С.БЪРЛЯ","9","26"
"СОФИЙСКА","ГОДЕЧ","С.ВРЪДЛОВЦИ","5","21"
"СОФИЙСКА","ГОДЕЧ","С.ВЪРБНИЦА","9","17"
"СОФИЙСКА","ГОДЕЧ","С.ГИНЦИ","120","145"
"СОФИЙСКА","ГОДЕЧ","ГР.ГОДЕЧ","4075","4124"
"СОФИЙСКА","ГОДЕЧ","С.ГОЛЕШ","32","74"
"СОФИЙСКА","ГОДЕЧ","С.ГУБЕШ","16","42"
"СОФИЙСКА","ГОДЕЧ","С.КАЛЕНОВЦИ","15","24"
"СОФИЙСКА","ГОДЕЧ","С.КОМЩИЦА","38","67"
"СОФИЙСКА","ГОДЕЧ","С.ЛОПУШНЯ","16","49"
"СОФИЙСКА","ГОДЕЧ","С.МУРГАШ","16","57"
"СОФИЙСКА","ГОДЕЧ","С.РАВНА","9","10"
"СОФИЙСКА","ГОДЕЧ","С.РАЗБОИЩЕ","9","29"
"СОФИЙСКА","ГОДЕЧ","С.РОПОТ","10","16"
"СОФИЙСКА","ГОДЕЧ","С.СМОЛЧА","5","15"
"СОФИЙСКА","ГОДЕЧ","С.СТАНИНЦИ","3","7"
"СОФИЙСКА","ГОДЕЧ","С.ТУДЕН","65","161"
"СОФИЙСКА","ГОДЕЧ","С.ШУМА","120","210"
"СОФИЙСКА","ГОРНА МАЛИНА","С.АПРИЛОВО","991","1166"
"СОФИЙСКА","ГОРНА МАЛИНА","С.БАЙЛОВО","206","376"
"СОФИЙСКА","ГОРНА МАЛИНА","С.БЕЛОПОПЦИ","566","726"
"СОФИЙСКА","ГОРНА МАЛИНА","С.ГАЙТАНЕВО","133","229"
"СОФИЙСКА","ГОРНА МАЛИНА","С.ГОРНА МАЛИНА","1330","1619"
"СОФИЙСКА","ГОРНА МАЛИНА","С.ГОРНО КАМАРЦИ","200","310"
"СОФИЙСКА","ГОРНА МАЛИНА","С.ДОЛНА МАЛИНА","271","393"
"СОФИЙСКА","ГОРНА МАЛИНА","С.ДОЛНО КАМАРЦИ","327","413"
"СОФИЙСКА","ГОРНА МАЛИНА","С.МАКОЦЕВО","120","436"
"СОФИЙСКА","ГОРНА МАЛИНА","С.НЕГУШЕВО","115","296"
"СОФИЙСКА","ГОРНА МАЛИНА","С.ОСОИЦА","145","504"
"СОФИЙСКА","ГОРНА МАЛИНА","С.САРАНЦИ","186","330"
"СОФИЙСКА","ГОРНА МАЛИНА","С.СТЪРГЕЛ","186","316"
"СОФИЙСКА","ГОРНА МАЛИНА","С.ЧЕКАНЧЕВО","205","321"
"СОФИЙСКА","ДРАГОМАН","С.БЕРЕНДЕ","15","25"
"СОФИЙСКА","ДРАГОМАН","С.БЕРЕНДЕ ИЗВОР","16","25"
"СОФИЙСКА","ДРАГОМАН","С.ВАСИЛОВЦИ","36","80"
"СОФИЙСКА","ДРАГОМАН","С.ВИШАН","12","35"
"СОФИЙСКА","ДРАГОМАН","С.ВЛАДИСЛАВЦИ","14","70"
"СОФИЙСКА","ДРАГОМАН","С.ГАБЕР","468","504"
"СОФИЙСКА","ДРАГОМАН","С.ГОЛЕМО МАЛОВО","90","147"
"СОФИЙСКА","ДРАГОМАН","С.ГОРНО СЕЛО","7","17"
"СОФИЙСКА","ДРАГОМАН","С.ГРЪЛСКА ПАДИНА","6","11"
"СОФИЙСКА","ДРАГОМАН","С.ДОЛНА НЕВЛЯ","1","0"
"СОФИЙСКА","ДРАГОМАН","С.ДОЛНО НОВО СЕЛО","1","15"
"СОФИЙСКА","ДРАГОМАН","С.ДРАГОИЛ","33","93"
"СОФИЙСКА","ДРАГОМАН","ГР.ДРАГОМАН","3152","3066"
"СОФИЙСКА","ДРАГОМАН","С.ДРЕАТИН","3","6"
"СОФИЙСКА","ДРАГОМАН","С.КАЛОТИНА","216","202"
"СОФИЙСКА","ДРАГОМАН","С.КАМБЕЛЕВЦИ","4","5"
"СОФИЙСКА","ДРАГОМАН","С.КРУША","11","37"
"СОФИЙСКА","ДРАГОМАН","С.ЛЕТНИЦА","10","26"
"СОФИЙСКА","ДРАГОМАН","С.ЛИПИНЦИ","0","2"
"СОФИЙСКА","ДРАГОМАН","С.МАЛО МАЛОВО","29","89"
"СОФИЙСКА","ДРАГОМАН","С.НАЧЕВО","3","5"
"СОФИЙСКА","ДРАГОМАН","С.НЕДЕЛИЩЕ","0","0"
"СОФИЙСКА","ДРАГОМАН","С.НЕСЛА","48","69"
"СОФИЙСКА","ДРАГОМАН","С.НОВО БЪРДО","18","36"
"СОФИЙСКА","ДРАГОМАН","С.ПРЕКРЪСТЕ","21","53"
"СОФИЙСКА","ДРАГОМАН","С.РАЯНОВЦИ","16","46"
"СОФИЙСКА","ДРАГОМАН","С.ТАБАН","9","24"
"СОФИЙСКА","ДРАГОМАН","С.ЦАЦАРОВЦИ","84","110"
"СОФИЙСКА","ДРАГОМАН","С.ЦРЪКЛЕВЦИ","20","51"
"СОФИЙСКА","ДРАГОМАН","С.ЧЕКАНЕЦ","6","9"
"СОФИЙСКА","ДРАГОМАН","С.ЧЕПЪРЛИНЦИ","4","5"
"СОФИЙСКА","ДРАГОМАН","С.ЧОРУЛ","13","20"
"СОФИЙСКА","ДРАГОМАН","С.ЧУКОВЕЗЕР","6","27"
"СОФИЙСКА","ДРАГОМАН","С.ЯЛБОТИНА","16","44"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.БОГДАНЛИЯ","30","108"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.ГАБРА","771","817"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.ГОЛЕМА РАКОВИЦА","217","412"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.ГРИГОРЕВО","386","565"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.ЕЛИН ПЕЛИН (ГАРА ЕЛИН П","3313","3471"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.ДОГАНОВО","709","907"
"СОФИЙСКА","ЕЛИН ПЕЛИН","ГР.ЕЛИН ПЕЛИН","7047","7266"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.ЕЛЕШНИЦА","324","496"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.КАРАПОЛЦИ","71","139"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.КРУШОВИЦА","32","164"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.ЛЕСНОВО","1646","1821"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.МУСАЧЕВО","1049","1233"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.НОВИ ХАН","2564","3153"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.ОГНЯНОВО","88","149"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.ПЕТКОВО","642","766"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.ПОТОП","8","42"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.РАВНО ПОЛЕ","1225","1639"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.СТОЛНИК","654","750"
"СОФИЙСКА","ЕЛИН ПЕЛИН","С.ЧУРЕК","156","256"
"СОФИЙСКА","ЕТРОПОЛЕ","С.БОЙКОВЕЦ","58","134"
"СОФИЙСКА","ЕТРОПОЛЕ","С.БРУСЕН","98","162"
"СОФИЙСКА","ЕТРОПОЛЕ","С.ГОРУНАКА","6","17"
"СОФИЙСКА","ЕТРОПОЛЕ","ГР.ЕТРОПОЛЕ","10837","10196"
"СОФИЙСКА","ЕТРОПОЛЕ","С.ЛОПЯН","261","319"
"СОФИЙСКА","ЕТРОПОЛЕ","С.ЛЪГА","181","220"
"СОФИЙСКА","ЕТРОПОЛЕ","С.МАЛКИ ИСКЪР","393","438"
"СОФИЙСКА","ЕТРОПОЛЕ","С.ОСЕЛНА","7","10"
"СОФИЙСКА","ЕТРОПОЛЕ","С.РИБАРИЦА","164","194"
"СОФИЙСКА","ЕТРОПОЛЕ","С.ЯМНА","113","172"
"СОФИЙСКА","ИХТИМАН","С.БАЛЬОВЦИ","13","56"
"СОФИЙСКА","ИХТИМАН","С.БАНЧОВЦИ","2","1"
"СОФИЙСКА","ИХТИМАН","С.БОГДАНОВЦИ","0","2"
"СОФИЙСКА","ИХТИМАН","С.СТАМБОЛОВО","458","513"
"СОФИЙСКА","ИХТИМАН","С.БОЕРИЦА","56","115"
"СОФИЙСКА","ИХТИМАН","С.БОРИКА","48","105"
"СОФИЙСКА","ИХТИМАН","С.БУЗЯКОВЦИ","3","8"
"СОФИЙСКА","ИХТИМАН","С.БЪРДО","1","37"
"СОФИЙСКА","ИХТИМАН","С.БЕЛИЦА","26","144"
"СОФИЙСКА","ИХТИМАН","С.ВАКАРЕЛ","1693","1757"
"СОФИЙСКА","ИХТИМАН","С.ВЕНКОВЕЦ","16","53"
"СОФИЙСКА","ИХТИМАН","С.ВЕРИНСКО","201","364"
"СОФИЙСКА","ИХТИМАН","С.ДЖАМУЗОВЦИ","0","2"
"СОФИЙСКА","ИХТИМАН","С.ЖИВКОВО","512","550"
"СОФИЙСКА","ИХТИМАН","ГР.ИХТИМАН","14380","13592"
"СОФИЙСКА","ИХТИМАН","С.КОСТАДИНКИНО","16","104"
"СОФИЙСКА","ИХТИМАН","С.ЛЮБНИЦА","0","1"
"СОФИЙСКА","ИХТИМАН","С.МЕЧКОВЦИ","2","17"
"СОФИЙСКА","ИХТИМАН","С.МИРОВО","182","195"
"СОФИЙСКА","ИХТИМАН","С.МУХОВО","62","120"
"СОФИЙСКА","ИХТИМАН","С.НЕЙКЬОВЕЦ","0","2"
"СОФИЙСКА","ИХТИМАН","С.ПАНОВЦИ","5","5"
"СОФИЙСКА","ИХТИМАН","С.ПАУНОВО","4","90"
"СОФИЙСКА","ИХТИМАН","С.ПОЛЯНЦИ","147","201"
"СОФИЙСКА","ИХТИМАН","С.ПОПОВЦИ","2","27"
"СОФИЙСКА","ИХТИМАН","С.РЪЖАНА","0","7"
"СОФИЙСКА","ИХТИМАН","С.СЕЛЯНИН","17","78"
"СОФИЙСКА","ИХТИМАН","С.ЧЕРНЬОВО","229","309"
"СОФИЙСКА","КОПРИВЩИЦА","ГР.КОПРИВЩИЦА","2045","2026"
"СОФИЙСКА","КОСТЕНЕЦ","С.ГОЛАК","1","1"
"СОФИЙСКА","КОСТЕНЕЦ","С.ГОРНА ВАСИЛИЦА","196","251"
"СОФИЙСКА","КОСТЕНЕЦ","С.ДОЛНА ВАСИЛИЦА","0","0"
"СОФИЙСКА","КОСТЕНЕЦ","ГР.КОСТЕНЕЦ","6428","5916"
"СОФИЙСКА","КОСТЕНЕЦ","С.КОСТЕНЕЦ","3523","3455"
"СОФИЙСКА","КОСТЕНЕЦ","ГР.МОМИН ПРОХОД","1503","1402"
"СОФИЙСКА","КОСТЕНЕЦ","С.ОЧУША","15","65"
"СОФИЙСКА","КОСТЕНЕЦ","С.ПОДГОРИЕ","6","61"
"СОФИЙСКА","КОСТЕНЕЦ","С.ПЧЕЛИН","206","257"
"СОФИЙСКА","КОСТИНБРОД","С.БЕЗДЕН","160","394"
"СОФИЙСКА","КОСТИНБРОД","С.БОГЬОВЦИ","82","229"
"СОФИЙСКА","КОСТИНБРОД","С.БУЧИН ПРОХОД","77","133"
"СОФИЙСКА","КОСТИНБРОД","С.ГОЛЯНОВЦИ","502","756"
"СОФИЙСКА","КОСТИНБРОД","С.ГРАДЕЦ","261","403"
"СОФИЙСКА","КОСТИНБРОД","С.ДРАГОВИЩИЦА","892","1157"
"СОФИЙСКА","КОСТИНБРОД","С.ДРЕНОВО","20","69"
"СОФИЙСКА","КОСТИНБРОД","С.ДРЪМША","61","250"
"СОФИЙСКА","КОСТИНБРОД","ГР.КОСТИНБРОД","11278","12176"
"СОФИЙСКА","КОСТИНБРОД","С.ОПИЦВЕТ","303","467"
"СОФИЙСКА","КОСТИНБРОД","С.ПЕТЪРЧ","1898","2269"
"СОФИЙСКА","КОСТИНБРОД","С.ПОНОР","16","21"
"СОФИЙСКА","КОСТИНБРОД","С.ЦАРИЧИНА","37","91"
"СОФИЙСКА","КОСТИНБРОД","С.ЧИБАОВЦИ","156","295"
"СОФИЙСКА","ПРАВЕЦ","С.ВИДРАРЕ","285","347"
"СОФИЙСКА","ПРАВЕЦ","С.ДЖУРОВО","1131","1162"
"СОФИЙСКА","ПРАВЕЦ","С.КАЛУГЕРОВО","89","186"
"СОФИЙСКА","ПРАВЕЦ","С.МАНАСЕЛСКА РЕКА","104","109"
"СОФИЙСКА","ПРАВЕЦ","С.ОСИКОВИЦА","542","637"
"СОФИЙСКА","ПРАВЕЦ","С.ОСИКОВСКА ЛАКАВИЦА","324","387"
"СОФИЙСКА","ПРАВЕЦ","ГР.ПРАВЕЦ","4257","4175"
"СОФИЙСКА","ПРАВЕЦ","С.ПРАВЕШКА ЛАКАВИЦА","35","99"
"СОФИЙСКА","ПРАВЕЦ","С.РАВНИЩЕ","156","238"
"СОФИЙСКА","ПРАВЕЦ","С.РАЗЛИВ","580","694"
"СОФИЙСКА","ПРАВЕЦ","С.СВОДЕ","46","76"
"СОФИЙСКА","САМОКОВ","С.АЛИНО","108","334"
"СОФИЙСКА","САМОКОВ","С.БЕЛИ ИСКЪР","497","595"
"СОФИЙСКА","САМОКОВ","С.БЕЛЧИН","194","374"
"СОФИЙСКА","САМОКОВ","С.БЕЛЧИНСКИ БАНИ","9","23"
"СОФИЙСКА","САМОКОВ","С.ГОВЕДАРЦИ","1086","1177"
"СОФИЙСКА","САМОКОВ","С.ГОРНИ ОКОЛ","109","343"
"СОФИЙСКА","САМОКОВ","С.ГУЦАЛ","70","155"
"СОФИЙСКА","САМОКОВ","С.ДОЛНИ ОКОЛ","65","198"
"СОФИЙСКА","САМОКОВ","С.ДОСПЕЙ","538","609"
"СОФИЙСКА","САМОКОВ","С.ДРАГУШИНОВО","568","568"
"СОФИЙСКА","САМОКОВ","С.ЗЛОКУЧЕНЕ","195","245"
"СОФИЙСКА","САМОКОВ","С.КЛИСУРА","152","213"
"СОФИЙСКА","САМОКОВ","С.КОВАЧЕВЦИ","420","631"
"СОФИЙСКА","САМОКОВ","С.ЛИСЕЦ","0","1"
"СОФИЙСКА","САМОКОВ","С.МАДЖАРЕ","228","291"
"СОФИЙСКА","САМОКОВ","С.МАЛА ЦЪРКВА","334","404"
"СОФИЙСКА","САМОКОВ","С.МАРИЦА","679","699"
"СОФИЙСКА","САМОКОВ","С.НОВО СЕЛО","63","67"
"СОФИЙСКА","САМОКОВ","С.ПОПОВЯНЕ","170","330"
"СОФИЙСКА","САМОКОВ","С.ПРОДАНОВЦИ","436","453"
"СОФИЙСКА","САМОКОВ","С.РАДУИЛ","955","973"
"СОФИЙСКА","САМОКОВ","С.РАЙОВО","547","629"
"СОФИЙСКА","САМОКОВ","С.РЕЛЬОВО","137","287"
"СОФИЙСКА","САМОКОВ","ГР.САМОКОВ","28370","26383"
"СОФИЙСКА","САМОКОВ","С.ШИПОЧАНЕ","88","143"
"СОФИЙСКА","САМОКОВ","С.ШИРОКИ ДОЛ","812","912"
"СОФИЙСКА","САМОКОВ","С.ЯРЕБКОВИЦА","1","0"
"СОФИЙСКА","САМОКОВ","С.ЯРЛОВО","176","374"
"СОФИЙСКА","СВОГЕ","С.БАКЬОВО","8","26"
"СОФИЙСКА","СВОГЕ","С.БАТУЛИЯ","98","193"
"СОФИЙСКА","СВОГЕ","С.БОВ","59","101"
"СОФИЙСКА","СВОГЕ","С.БРЕЗЕ","137","188"
"СОФИЙСКА","СВОГЕ","С.БРЕЗОВДОЛ","8","11"
"СОФИЙСКА","СВОГЕ","С.БУКОВЕЦ","11","23"
"СОФИЙСКА","СВОГЕ","С.ВЛАДО ТРИЧКОВ","1178","1725"
"СОФИЙСКА","СВОГЕ","С.ГАБРОВНИЦА","161","169"
"СОФИЙСКА","СВОГЕ","С.БОВ (ГАРА БОВ)","880","850"
"СОФИЙСКА","СВОГЕ","С.ЛАКАТНИК(ГАРА ЛАКАТНИК)","1034","1002"
"СОФИЙСКА","СВОГЕ","С.ГУБИСЛАВ","21","35"
"СОФИЙСКА","СВОГЕ","С.ДОБРАВИЦА","5","10"
"СОФИЙСКА","СВОГЕ","С.ДОБЪРЧИН","33","53"
"СОФИЙСКА","СВОГЕ","С.ДРУЖЕВО","123","121"
"СОФИЙСКА","СВОГЕ","С.ЕЛЕНОВ ДОЛ","35","51"
"СОФИЙСКА","СВОГЕ","С.ЖЕЛЕН","148","197"
"СОФИЙСКА","СВОГЕ","С.ЗАВИДОВЦИ","10","27"
"СОФИЙСКА","СВОГЕ","С.ЗАНОГЕ","13","23"
"СОФИЙСКА","СВОГЕ","С.ЗАСЕЛЕ","82","105"
"СОФИЙСКА","СВОГЕ","С.ЗИМЕВИЦА","160","160"
"СОФИЙСКА","СВОГЕ","С.ИСКРЕЦ","1628","1690"
"СОФИЙСКА","СВОГЕ","С.ЛАКАТНИК","80","99"
"СОФИЙСКА","СВОГЕ","С.ЛЕСКОВДОЛ","56","116"
"СОФИЙСКА","СВОГЕ","С.ЛУКОВО","249","428"
"СОФИЙСКА","СВОГЕ","С.ЛЕВИЩЕ","0","0"
"СОФИЙСКА","СВОГЕ","С.МАНАСТИРИЩЕ","0","0"
"СОФИЙСКА","СВОГЕ","С.МИЛАНОВО","308","354"
"СОФИЙСКА","СВОГЕ","С.ОГОЯ","32","62"
"СОФИЙСКА","СВОГЕ","С.ОПЛЕТНЯ","69","65"
"СОФИЙСКА","СВОГЕ","С.ОСЕНОВЛАГ","190","174"
"СОФИЙСКА","СВОГЕ","С.РЕБРОВО","760","934"
"СОФИЙСКА","СВОГЕ","С.РЕДИНА","54","59"
"СОФИЙСКА","СВОГЕ","С.СВИДНЯ","840","1038"
"СОФИЙСКА","СВОГЕ","ГР.СВОГЕ","7683","7546"
"СОФИЙСКА","СВОГЕ","С.ТОМПСЪН","712","795"
"СОФИЙСКА","СВОГЕ","С.ЦЕРЕЦЕЛ","18","39"
"СОФИЙСКА","СВОГЕ","С.ЦЕРОВО","1361","1313"
"СОФИЙСКА","СВОГЕ","С.ЯБЛАНИЦА","57","82"
"СОФИЙСКА","СЛИВНИЦА","С.АЛДОМИРОВЦИ","1198","1354"
"СОФИЙСКА","СЛИВНИЦА","С.БАХАЛИН","4","7"
"СОФИЙСКА","СЛИВНИЦА","С.БРАТУШКОВО","8","33"
"СОФИЙСКА","СЛИВНИЦА","С.БЪРЛОЖНИЦА","38","108"
"СОФИЙСКА","СЛИВНИЦА","С.ГУРГУЛЯТ","8","40"
"СОФИЙСКА","СЛИВНИЦА","С.ГЪЛЪБОВЦИ","72","162"
"СОФИЙСКА","СЛИВНИЦА","С.ДРАГОТИНЦИ","15","67"
"СОФИЙСКА","СЛИВНИЦА","С.ИЗВОР","63","151"
"СОФИЙСКА","СЛИВНИЦА","С.ПИЩАНЕ","2","5"
"СОФИЙСКА","СЛИВНИЦА","С.ПОВАЛИРЪЖ","1","1"
"СОФИЙСКА","СЛИВНИЦА","С.РАДУЛОВЦИ","13","43"
"СОФИЙСКА","СЛИВНИЦА","С.РАКИТА","4","35"
"СОФИЙСКА","СЛИВНИЦА","ГР.СЛИВНИЦА","6945","6897"
"СОФИЙСКА","ЗЛАТИЦА","ГР.ЗЛАТИЦА","4910","4458"
"СОФИЙСКА","ЗЛАТИЦА","С.КАРЛИЕВО","166","154"
"СОФИЙСКА","ЗЛАТИЦА","С.ПЕТРИЧ","172","202"
"СОФИЙСКА","ЗЛАТИЦА","С.ЦЪРКВИЩЕ","270","264"
"СОФИЙСКА","АНТОН","С.АНТОН","1467","1471"
"СОФИЙСКА","ПИРДОП","С.ДУШАНЦИ","666","692"
"СОФИЙСКА","ПИРДОП","ГР.ПИРДОП","7069","6685"
"СОФИЙСКА","МИРКОВО","С.БЕНКОВСКИ","76","126"
"СОФИЙСКА","МИРКОВО","С.БРЕСТАКА","0","0"
"СОФИЙСКА","МИРКОВО","С.БУНОВО","209","347"
"СОФИЙСКА","МИРКОВО","С.ИЛИНДЕН","0","0"
"СОФИЙСКА","МИРКОВО","С.КАМЕНИЦА","43","85"
"СОФИЙСКА","МИРКОВО","С.МИРКОВО","1388","1482"
"СОФИЙСКА","МИРКОВО","С.ПЛЪЗИЩЕ","0","0"
"СОФИЙСКА","МИРКОВО","С.ПРЕСПА","0","0"
"СОФИЙСКА","МИРКОВО","С.СМОЛСКО","195","311"
"СОФИЙСКА","МИРКОВО","С.ХВЪРЧИЛ","0","0"
"СОФИЙСКА","МИРКОВО","С.ЧЕРКОВИЩЕ","0","0"
"СОФИЙСКА","ЧАВДАР","С.ЧАВДАР","1170","1276"
"СОФИЙСКА","ЧЕЛОПЕЧ","С.ЧЕЛОПЕЧ","1475","1746"
"СОФИЙСКА","ДОЛНА БАНЯ","ГР.ДОЛНА БАНЯ","4664","4718"
"СОФИЙСКА","ДОЛНА БАНЯ","С.СВЕТИ СПАС","4","50"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.БРАТЯ ДАСКАЛОВИ","470","542"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ВЕРЕН","81","170"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ГОЛЯМ ДОЛ","64","89"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ГОРНО БЕЛЕВО","174","240"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ГОРНО НОВО СЕЛО","154","138"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ГРАНИТ","540","633"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ДОЛНО НОВО СЕЛО","58","50"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.КОЛЮ МАРИНОВО","24","58"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.МАЛКО ДРЯНОВО","57","115"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.МАРКОВО","27","52"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.МЕДОВО","85","159"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.МИРОВО","610","737"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.МАЛЪК ДОЛ","12","28"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.НАЙДЕНОВО","101","115"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ОПЪЛЧЕНЕЦ","297","358"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ОРИЗОВО","1359","1524"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ПАРТИЗАНИН","487","546"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ПЛОДОВИТОВО","481","598"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ПРАВОСЛАВ","120","209"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.СЛАВЯНИН","11","23"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.СЪЕДИНЕНИЕ","60","96"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.СЪРНЕВЕЦ","50","136"
"СТАРА ЗАГОРА","БРАТЯ ДАСКАЛОВИ","С.ЧЕРНА ГОРА","1384","1474"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.АПРИЛОВО","187","193"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.ВЕЛИКОВО","31","62"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.ГЛАВАН","777","759"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","ГР.ГЪЛЪБОВО","7780","7352"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.ИСКРИЦА","131","156"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.МЕДНИКАРОВО","364","444"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.МУСАЧЕВО","165","144"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.МЪДРЕЦ","766","756"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.ОБРУЧИЩЕ","1228","1289"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.ПОМОЩНИК","194","163"
"СТАРА ЗАГОРА","ГЪЛЪБОВО","С.РАЗДЕЛНА","56","104"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.БУЗОВГРАД","2211","1952"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ГОЛЯМО ДРЯНОВО","183","315"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ГОРНО ИЗВОРОВО","185","207"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ДОЛНО ИЗВОРОВО","737","614"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ДУНАВЦИ","601","646"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ЕНИНА","2264","2253"
"СТАРА ЗАГОРА","КАЗАНЛЪК","ГР.КАЗАНЛЪК","53462","48291"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.КОПРИНКА","2759","2484"
"СТАРА ЗАГОРА","КАЗАНЛЪК","ГР.КРЪН","3374","3030"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.КЪНЧЕВО","1264","1052"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ГОРНО ЧЕРКОВИЩЕ","1279","1316"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ОВОЩНИК","1592","1521"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.РОЗОВО","1045","1020"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.РЪЖЕНА","1142","1138"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.СРЕДНОГОРОВО","129","236"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ХАДЖИДИМИТРОВО","1743","1509"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ЧЕРГАНОВО","903","896"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ШЕЙНОВО","1950","1808"
"СТАРА ЗАГОРА","КАЗАНЛЪК","ГР.ШИПКА","1248","1248"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ЯСЕНОВО","833","770"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.БОРУЩИЦА","18","60"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.БЪНЗАРЕТО","0","1"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ВЕТРЕН","1224","1214"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ДЪБОВО","1112","1206"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ДЪРЖАВЕН","0","0"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ЗИМНИЦА","927","960"
